cluster,0,1,2,3
0,0.7568653717347622,0.10314802411252512,0.02679169457468185,0.11319490957803081
1,0.4490075290896646,0.242984257357974,0.017111567419575632,0.29089664613278576
2,0.0,0.9300699300699301,0.06993006993006994,0.0
3,0.0,0.0,1.0,0.0
